normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.75,0.2692307692307692,0.0,0.6470588235294117,0.64,0.0,0.3529411764705882,0.42857142857142855,0.8571428571428571,0.15384615384615385
0.75,0.8076923076923076,0.6,0.7647058823529411,0.24,0.0,0.5294117647058822,0.8571428571428571,0.42857142857142855,0.07692307692307693
0.9375,0.4230769230769231,0.6,0.8823529411764705,0.68,1.0,0.6470588235294117,0.14285714285714285,0.47619047619047616,0.6923076923076923
0.25,0.38461538461538464,0.8,0.4705882352941176,0.72,1.0,0.9411764705882352,0.0,1.0,1.0
0.6250000000000001,0.038461538461538464,0.8,1.0,0.52,1.0,0.6470588235294117,0.42857142857142855,0.7142857142857142,0.0
0.0625,0.07692307692307693,1.0,0.29411764705882354,0.48,1.0,0.7647058823529411,0.14285714285714285,0.8095238095238095,0.8461538461538461
0.31250000000000006,0.5384615384615384,0.0,0.4117647058823529,0.6,0.0,0.29411764705882354,0.8571428571428571,0.0,0.6923076923076923
0.75,0.5384615384615384,1.0,0.1176470588235294,0.96,0.0,0.4705882352941176,0.14285714285714285,0.09523809523809523,0.3076923076923077
0.125,0.15384615384615385,0.4,0.8823529411764705,0.84,0.0,0.5882352941176471,0.14285714285714285,0.14285714285714285,0.0
0.5,0.19230769230769232,1.0,0.7058823529411764,0.6,1.0,0.3529411764705882,0.14285714285714285,0.047619047619047616,0.07692307692307693
0.8125,0.8846153846153848,0.8,0.1764705882352941,0.9199999999999999,1.0,0.8235294117647057,0.0,0.9523809523809523,0.46153846153846156
0.0,0.0,0.2,0.4117647058823529,0.24,0.0,0.7058823529411764,0.42857142857142855,0.6666666666666666,0.6153846153846154
0.25,0.3076923076923077,0.4,0.0,0.20000000000000004,1.0,1.0,0.0,0.19047619047619047,0.46153846153846156
0.8125,0.3076923076923077,0.6,0.9411764705882352,0.88,0.0,0.41176470588235287,0.8571428571428571,1.0,0.15384615384615385
0.25,0.038461538461538464,0.6,0.0588235294117647,0.52,1.0,0.9411764705882352,0.5714285714285714,0.7619047619047619,1.0
0.6250000000000001,0.576923076923077,0.6,0.0588235294117647,0.88,1.0,0.0,0.5714285714285714,0.14285714285714285,0.38461538461538464
0.5625,0.34615384615384615,0.0,0.6470588235294117,0.0,0.0,0.8823529411764703,0.7142857142857143,0.7142857142857142,0.9230769230769231
0.5625,0.23076923076923075,0.8,0.2352941176470588,0.12,0.0,0.0588235294117647,0.2857142857142857,0.38095238095238093,0.9230769230769231
0.8125,0.34615384615384615,0.4,0.29411764705882354,0.12,1.0,0.9411764705882352,0.0,0.23809523809523808,0.7692307692307693
0.375,0.2692307692307692,0.2,0.2352941176470588,0.9199999999999999,1.0,1.0,0.5714285714285714,0.8095238095238095,0.5384615384615384
0.1875,1.0,1.0,0.6470588235294117,0.56,0.0,0.3529411764705882,0.8571428571428571,0.47619047619047616,0.23076923076923078
0.6875,0.15384615384615385,0.6,0.6470588235294117,0.04,0.0,0.0,0.0,0.9047619047619048,0.0
0.125,0.038461538461538464,0.0,0.4705882352941176,0.76,0.0,0.1764705882352941,1.0,0.47619047619047616,1.0
0.125,0.34615384615384615,0.2,0.8235294117647058,0.68,1.0,0.4705882352941176,0.42857142857142855,0.19047619047619047,0.3076923076923077
0.8750000000000001,0.7307692307692307,0.0,0.1176470588235294,0.84,0.0,0.4705882352941176,0.8571428571428571,0.19047619047619047,0.15384615384615385
0.25,0.15384615384615385,1.0,0.5294117647058824,0.64,1.0,0.41176470588235287,1.0,0.8571428571428571,0.0
0.1875,0.0,0.8,0.0588235294117647,0.08,0.0,0.7647058823529411,0.8571428571428571,0.42857142857142855,0.8461538461538461
