normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.0625,0.3846153846153846,0.19999999999999998,0.7058823529411763,0.32,0.0,0.23529411764705882,0.28571428571428575,0.2857142857142857,0.8461538461538461
0.75,0.03846153846153846,0.39999999999999997,0.6470588235294117,0.52,1.0,1.0,0.4285714285714286,0.6666666666666666,0.7692307692307693
1.0,0.1923076923076923,1.0,0.5294117647058822,0.88,1.0,0.0,0.7142857142857143,0.14285714285714285,0.8461538461538461
0.0,0.923076923076923,1.0,0.23529411764705882,0.16,1.0,0.5882352941176471,0.4285714285714286,0.4761904761904762,0.6923076923076923
0.3125,0.30769230769230765,0.7999999999999999,0.0,1.0,0.0,0.23529411764705882,0.7142857142857143,0.2380952380952381,0.8461538461538461
1.0,0.7692307692307692,0.19999999999999998,0.7647058823529411,0.52,1.0,0.23529411764705882,0.28571428571428575,0.42857142857142855,0.8461538461538461
0.625,0.7692307692307692,0.5999999999999999,0.8823529411764705,0.08,0.0,0.7058823529411764,0.4285714285714286,0.5238095238095238,0.38461538461538464
0.8125,1.0,0.5999999999999999,0.7647058823529411,0.64,0.0,0.5882352941176471,1.0,0.8095238095238096,0.23076923076923075
0.125,0.07692307692307691,0.19999999999999998,0.7058823529411763,0.36,1.0,0.5294117647058822,1.0,0.14285714285714285,0.38461538461538464
0.375,0.3461538461538461,1.0,0.17647058823529407,0.44,0.0,0.058823529411764705,0.0,0.4761904761904762,0.6153846153846154
0.75,1.0,0.7999999999999999,0.35294117647058815,0.48000000000000004,0.0,0.29411764705882354,0.8571428571428572,0.6190476190476191,0.5384615384615384
0.75,1.0,0.7999999999999999,0.9411764705882353,0.6800000000000002,1.0,0.7647058823529411,0.28571428571428575,0.3333333333333333,0.8461538461538461
0.375,0.7692307692307692,1.0,0.8823529411764705,0.64,0.0,0.8235294117647058,0.4285714285714286,1.0,0.923076923076923
0.1875,0.6923076923076922,0.7999999999999999,0.47058823529411764,0.8400000000000001,0.0,0.23529411764705882,0.8571428571428572,0.9047619047619048,0.0
0.5624999999999999,0.8846153846153846,0.39999999999999997,0.9411764705882353,0.6800000000000002,1.0,0.7058823529411764,1.0,0.09523809523809523,0.8461538461538461
0.25,0.4615384615384615,0.0,0.588235294117647,0.0,1.0,0.7647058823529411,0.7142857142857143,1.0,0.07692307692307693
0.25,0.23076923076923075,0.0,0.5294117647058822,0.92,1.0,0.8235294117647058,0.14285714285714288,0.6190476190476191,0.6923076923076923
0.4375,0.0,1.0,0.2941176470588235,0.72,0.0,0.8235294117647058,0.14285714285714288,0.0,0.38461538461538464
0.875,0.3461538461538461,1.0,0.7647058823529411,0.16,0.0,0.8235294117647058,0.8571428571428572,0.42857142857142855,0.6923076923076923
0.5624999999999999,0.4615384615384615,0.0,0.5294117647058822,0.52,1.0,0.1764705882352941,1.0,0.8095238095238096,0.23076923076923075
0.6875,0.03846153846153846,0.0,0.7058823529411763,0.9600000000000001,1.0,0.47058823529411764,0.5714285714285715,0.5238095238095238,0.23076923076923075
0.75,0.846153846153846,0.5999999999999999,0.7647058823529411,0.36,1.0,0.8235294117647058,0.8571428571428572,0.42857142857142855,0.4615384615384615
0.1875,0.7692307692307692,0.7999999999999999,0.9411764705882353,0.0,0.0,1.0,0.5714285714285715,0.9523809523809524,0.6153846153846154
0.1875,0.15384615384615383,0.5999999999999999,0.2941176470588235,0.6800000000000002,1.0,0.8823529411764706,0.0,0.6190476190476191,0.6153846153846154
0.8125,0.0,1.0,0.8235294117647057,0.36,1.0,0.1764705882352941,0.5714285714285715,0.7619047619047619,0.7692307692307693
0.625,0.5769230769230769,0.0,0.6470588235294117,0.0,1.0,0.9411764705882353,0.0,0.09523809523809523,0.6923076923076923
