normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.9374999999999998,0.2692307692307692,0.0,0.35294117647058815,0.6799999999999999,0.0,0.4705882352941176,0.7142857142857143,0.380952380952381,0.07692307692307691
1.0,0.3076923076923077,1.0,0.588235294117647,0.8,0.0,0.35294117647058815,0.8571428571428571,0.4285714285714286,0.846153846153846
0.3125,0.8076923076923076,0.8,0.23529411764705882,0.04,1.0,0.8823529411764705,0.5714285714285714,0.7142857142857143,0.9230769230769229
0.9374999999999998,0.3461538461538461,0.2,0.8823529411764706,0.8,1.0,0.2941176470588235,0.14285714285714285,0.0,0.7692307692307693
0.9374999999999998,0.46153846153846145,0.0,1.0,0.0,1.0,0.8823529411764705,0.2857142857142857,0.4761904761904763,1.0
0.625,0.7307692307692307,0.8,0.17647058823529407,0.16,1.0,0.2352941176470588,0.42857142857142855,0.761904761904762,0.6923076923076923
0.18749999999999997,0.6923076923076922,0.2,0.8823529411764706,0.24,1.0,1.0,1.0,0.09523809523809525,0.46153846153846145
0.7499999999999999,0.3461538461538461,0.4,0.764705882352941,1.0,1.0,0.1176470588235294,0.5714285714285714,0.0,0.15384615384615383
0.25,0.3076923076923077,0.0,0.47058823529411764,0.4,0.0,0.2941176470588235,0.2857142857142857,0.4285714285714286,0.46153846153846145
1.0,0.3076923076923077,0.4,0.17647058823529407,0.4,1.0,1.0,0.8571428571428571,0.4761904761904763,0.23076923076923073
0.6874999999999999,0.5384615384615384,0.8,0.11764705882352941,0.04,0.0,0.6470588235294117,1.0,0.4285714285714286,0.46153846153846145
0.37499999999999994,0.3076923076923077,0.2,0.058823529411764705,0.96,1.0,0.8235294117647057,0.5714285714285714,0.9523809523809526,0.15384615384615383
0.37499999999999994,0.3461538461538461,0.5999999999999999,0.058823529411764705,0.88,1.0,0.9411764705882352,0.5714285714285714,0.5714285714285715,0.07692307692307691
0.0625,0.846153846153846,1.0,0.9411764705882353,0.72,0.0,0.17647058823529407,0.42857142857142855,0.7142857142857143,1.0
0.3125,0.7307692307692307,0.8,0.17647058823529407,0.04,0.0,0.8235294117647057,0.5714285714285714,0.33333333333333337,0.23076923076923073
0.6874999999999999,0.0,1.0,0.058823529411764705,0.27999999999999997,0.0,0.41176470588235287,0.2857142857142857,0.33333333333333337,0.6923076923076923
0.4374999999999999,0.5769230769230769,0.0,0.764705882352941,0.8399999999999999,1.0,0.35294117647058815,0.14285714285714285,0.28571428571428575,0.30769230769230765
0.37499999999999994,0.7307692307692307,0.8,0.6470588235294117,0.36,0.0,0.4705882352941176,0.2857142857142857,0.8571428571428572,0.846153846153846
0.18749999999999997,0.3461538461538461,1.0,0.47058823529411764,0.8399999999999999,1.0,0.4705882352941176,0.7142857142857143,0.7142857142857143,0.6153846153846153
0.6874999999999999,0.8846153846153846,0.0,0.764705882352941,0.5199999999999999,0.0,0.17647058823529407,0.2857142857142857,0.23809523809523814,0.15384615384615383
0.18749999999999997,0.3461538461538461,0.4,0.2941176470588235,0.24,0.0,0.588235294117647,0.2857142857142857,0.28571428571428575,0.07692307692307691
0.0,0.07692307692307693,1.0,0.5294117647058822,0.48,1.0,0.5294117647058822,1.0,0.4285714285714286,1.0
0.6874999999999999,0.1923076923076923,0.4,0.6470588235294117,0.44,0.0,0.6470588235294117,0.14285714285714285,0.23809523809523814,0.38461538461538464
0.5,0.3076923076923077,1.0,0.588235294117647,0.27999999999999997,0.0,0.1176470588235294,0.2857142857142857,0.6666666666666667,0.6923076923076923
0.6874999999999999,0.5769230769230769,0.8,0.7058823529411763,0.48,0.0,0.2352941176470588,0.42857142857142855,0.6190476190476191,0.38461538461538464
0.18749999999999997,1.0,0.4,0.0,0.12,1.0,1.0,0.0,0.7142857142857143,0.7692307692307693
0.6874999999999999,0.6153846153846154,1.0,0.23529411764705882,0.72,0.0,0.7647058823529411,0.8571428571428571,0.09523809523809525,0.07692307692307691
0.7499999999999999,0.5769230769230769,0.8,0.8235294117647058,0.4,0.0,0.4705882352941176,0.8571428571428571,0.09523809523809525,0.30769230769230765
0.8124999999999999,0.15384615384615385,1.0,0.35294117647058815,0.88,0.0,0.1176470588235294,1.0,0.0,0.846153846153846
0.5,0.23076923076923073,0.4,0.764705882352941,0.12,0.0,0.1176470588235294,0.2857142857142857,0.523809523809524,0.9230769230769229
0.625,0.07692307692307693,0.5999999999999999,0.588235294117647,0.4,0.0,0.9411764705882352,0.0,0.7142857142857143,0.5384615384615384
0.18749999999999997,0.3846153846153846,1.0,0.9411764705882353,0.7599999999999999,1.0,0.0,0.2857142857142857,0.8095238095238098,0.23076923076923073
