normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.8125000000000001,0.4615384615384615,0.2,0.8235294117647057,0.6000000000000001,1.0,0.21052631578947373,0.4285714285714286,0.8571428571428572,0.846153846153846
0.25,0.11538461538461538,1.0,0.058823529411764705,0.8400000000000001,0.0,0.21052631578947373,1.0,0.38095238095238093,0.5384615384615384
0.4375,0.923076923076923,0.8,0.11764705882352941,0.7600000000000001,1.0,0.8947368421052634,1.0,0.5238095238095238,0.846153846153846
0.0,0.7307692307692307,0.6,0.6470588235294117,0.5200000000000001,0.0,0.631578947368421,0.8571428571428572,0.2380952380952381,0.07692307692307693
0.4375,0.038461538461538464,0.2,0.588235294117647,0.6000000000000001,1.0,0.05263157894736843,0.14285714285714288,0.33333333333333337,0.4615384615384615
0.9375,0.6923076923076922,0.6,0.8823529411764705,0.96,1.0,0.5789473684210527,1.0,0.8571428571428572,0.846153846153846
0.0,0.2692307692307692,0.4,0.23529411764705882,0.4,0.0,0.8947368421052634,0.0,0.19047619047619047,0.15384615384615385
0.1875,0.07692307692307693,0.6,0.5294117647058822,0.6800000000000002,1.0,0.21052631578947373,0.5714285714285715,0.0,0.846153846153846
0.875,0.6923076923076922,0.0,0.8235294117647057,0.44,1.0,0.631578947368421,0.0,0.4761904761904762,0.0
0.125,0.6923076923076922,0.6,0.5294117647058822,0.0,1.0,0.7894736842105263,1.0,0.9047619047619048,0.6923076923076922
0.375,0.846153846153846,0.0,0.41176470588235287,0.92,0.0,0.7894736842105263,0.28571428571428575,0.8095238095238095,0.4615384615384615
0.6875,0.5,0.8,0.588235294117647,0.6000000000000001,0.0,0.0,1.0,0.8571428571428572,0.07692307692307693
0.5625,0.4615384615384615,0.0,0.8235294117647057,0.7600000000000001,1.0,0.26315789473684215,1.0,0.8095238095238095,1.0
