normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.375,0.23076923076923078,1.0,0.6470588235294117,0.88,1.0,0.3157894736842105,0.0,0.9523809523809526,0.4615384615384615
0.1875,0.07692307692307693,0.19999999999999998,0.1764705882352941,0.04,1.0,0.4210526315789474,0.857142857142857,0.6666666666666667,0.8461538461538461
0.375,0.9615384615384615,1.0,0.7647058823529411,0.96,0.0,0.5789473684210527,0.4285714285714285,0.8095238095238096,0.23076923076923075
0.8750000000000001,0.34615384615384615,0.39999999999999997,1.0,0.96,0.0,0.9473684210526315,0.0,0.8095238095238096,0.7692307692307693
0.375,0.6923076923076923,0.19999999999999998,0.11764705882352941,0.20000000000000004,0.0,0.8421052631578948,0.5714285714285714,0.09523809523809526,0.23076923076923075
0.6250000000000001,0.07692307692307693,0.7999999999999999,0.2941176470588235,0.96,0.0,0.6842105263157895,0.14285714285714285,0.19047619047619052,0.6923076923076923
0.5,0.34615384615384615,0.39999999999999997,0.9411764705882353,0.48,1.0,0.0,0.2857142857142857,0.4761904761904763,0.23076923076923075
0.6250000000000001,0.6923076923076923,0.6,0.058823529411764705,0.64,0.0,0.052631578947368425,1.0,0.9523809523809526,0.15384615384615385
0.125,0.2692307692307692,0.7999999999999999,0.4117647058823529,0.84,1.0,0.052631578947368425,0.4285714285714285,0.19047619047619052,0.15384615384615385
1.0,0.38461538461538464,1.0,0.058823529411764705,0.24,0.0,0.3684210526315789,1.0,0.5714285714285715,0.38461538461538464
0.0625,0.5769230769230769,0.0,0.588235294117647,0.16,0.0,0.4210526315789474,0.5714285714285714,0.33333333333333337,0.923076923076923
0.8750000000000001,0.8846153846153847,0.39999999999999997,0.8235294117647058,0.64,1.0,0.7894736842105263,0.4285714285714285,1.0,0.4615384615384615
0.8750000000000001,0.23076923076923078,0.39999999999999997,0.0,0.32,0.0,0.9473684210526315,0.5714285714285714,0.6190476190476192,1.0
1.0,1.0,0.7999999999999999,0.588235294117647,0.52,0.0,0.2105263157894737,0.5714285714285714,0.9047619047619048,0.23076923076923075
0.6875,0.2692307692307692,1.0,0.11764705882352941,0.44,1.0,0.4210526315789474,0.7142857142857143,1.0,0.0
0.25,0.2692307692307692,1.0,0.8235294117647058,0.48,0.0,0.3684210526315789,0.0,1.0,0.07692307692307693
1.0,0.6923076923076923,1.0,0.4117647058823529,0.12,0.0,0.5789473684210527,1.0,0.14285714285714288,0.8461538461538461
0.1875,0.2692307692307692,0.6,0.8235294117647058,0.72,0.0,0.15789473684210525,0.14285714285714285,0.9047619047619048,0.15384615384615385
0.43750000000000006,0.7692307692307693,0.0,0.23529411764705882,0.20000000000000004,0.0,0.8947368421052633,1.0,0.5238095238095238,1.0
0.43750000000000006,0.8461538461538461,1.0,0.2941176470588235,0.4000000000000001,1.0,0.631578947368421,0.7142857142857143,0.5714285714285715,0.15384615384615385
0.8750000000000001,0.5769230769230769,0.6,0.8235294117647058,0.56,1.0,0.10526315789473685,0.5714285714285714,0.5238095238095238,0.15384615384615385
0.0625,0.11538461538461539,0.0,0.7058823529411764,0.68,0.0,0.3684210526315789,0.14285714285714285,0.8571428571428572,0.38461538461538464
0.6875,0.2692307692307692,1.0,0.5294117647058822,0.8000000000000002,1.0,0.8947368421052633,0.4285714285714285,0.19047619047619052,0.38461538461538464
0.6875,0.5,0.39999999999999997,0.47058823529411764,0.8000000000000002,0.0,0.3684210526315789,0.4285714285714285,0.9523809523809526,0.3076923076923077
0.6875,0.07692307692307693,1.0,0.9411764705882353,0.52,0.0,0.8421052631578948,0.857142857142857,1.0,0.6923076923076923
0.375,0.19230769230769232,0.0,0.8235294117647058,0.76,1.0,0.3684210526315789,0.857142857142857,0.38095238095238104,0.4615384615384615
0.6250000000000001,0.11538461538461539,0.19999999999999998,0.9411764705882353,0.20000000000000004,1.0,0.3684210526315789,0.7142857142857143,0.8095238095238096,0.923076923076923
0.6875,0.23076923076923078,0.7999999999999999,0.588235294117647,0.84,1.0,0.6842105263157895,0.4285714285714285,0.5714285714285715,0.7692307692307693
0.1875,0.15384615384615385,0.19999999999999998,0.1764705882352941,0.0,0.0,0.052631578947368425,0.14285714285714285,1.0,0.923076923076923
0.1875,0.7692307692307693,0.19999999999999998,0.2941176470588235,0.72,0.0,0.631578947368421,0.4285714285714285,0.14285714285714288,0.923076923076923
0.31250000000000006,0.11538461538461539,0.6,0.8823529411764705,0.36,0.0,0.6842105263157895,0.857142857142857,0.23809523809523814,0.6923076923076923
0.25,0.3076923076923077,0.6,0.8235294117647058,0.52,0.0,0.4210526315789474,0.14285714285714285,0.09523809523809526,0.923076923076923
0.375,0.46153846153846156,0.7999999999999999,0.11764705882352941,0.32,1.0,0.4210526315789474,0.4285714285714285,0.04761904761904763,0.15384615384615385
0.9375,0.7692307692307693,0.19999999999999998,0.8235294117647058,0.12,0.0,0.8947368421052633,0.7142857142857143,0.5238095238095238,0.7692307692307693
1.0,0.6923076923076923,0.0,0.1764705882352941,0.16,1.0,0.5789473684210527,0.4285714285714285,0.4285714285714286,0.7692307692307693
0.5,0.5769230769230769,0.39999999999999997,0.8235294117647058,0.56,0.0,0.7894736842105263,0.857142857142857,1.0,0.6923076923076923
0.31250000000000006,0.6538461538461539,1.0,0.058823529411764705,0.96,1.0,0.10526315789473685,0.7142857142857143,0.9523809523809526,0.7692307692307693
0.6875,0.6538461538461539,0.39999999999999997,0.1764705882352941,0.20000000000000004,1.0,0.7368421052631579,0.5714285714285714,0.8571428571428572,0.923076923076923
0.9375,0.38461538461538464,1.0,0.3529411764705882,0.20000000000000004,1.0,0.5789473684210527,0.4285714285714285,0.7619047619047621,0.3076923076923077
0.6875,0.34615384615384615,0.39999999999999997,0.2941176470588235,0.6,1.0,0.8421052631578948,0.0,0.9523809523809526,0.07692307692307693
0.375,0.5384615384615384,0.39999999999999997,0.23529411764705882,0.48,1.0,0.5263157894736842,0.7142857142857143,0.38095238095238104,0.07692307692307693
0.1875,0.8076923076923076,0.7999999999999999,0.588235294117647,0.0,0.0,0.47368421052631576,0.857142857142857,0.9523809523809526,0.23076923076923075
0.43750000000000006,0.6153846153846154,0.19999999999999998,0.11764705882352941,0.32,0.0,0.3684210526315789,0.7142857142857143,0.7142857142857143,0.38461538461538464
0.25,0.0,1.0,0.8235294117647058,0.6,0.0,0.10526315789473685,1.0,0.28571428571428575,0.15384615384615385
0.25,0.23076923076923078,0.39999999999999997,0.5294117647058822,0.20000000000000004,0.0,0.7368421052631579,0.2857142857142857,0.33333333333333337,0.7692307692307693
0.5625,0.0,1.0,0.588235294117647,0.84,1.0,0.5789473684210527,0.2857142857142857,0.9047619047619048,1.0
0.1875,0.19230769230769232,0.6,0.0,0.84,0.0,0.5263157894736842,1.0,0.33333333333333337,0.4615384615384615
0.5625,0.8461538461538461,0.7999999999999999,0.6470588235294117,0.96,1.0,0.052631578947368425,0.14285714285714285,0.5714285714285715,0.6153846153846154
0.8750000000000001,0.6923076923076923,0.19999999999999998,0.9411764705882353,1.0,0.0,0.2105263157894737,0.857142857142857,0.6190476190476192,0.23076923076923075
0.25,0.46153846153846156,1.0,0.058823529411764705,0.84,1.0,0.8947368421052633,0.4285714285714285,0.19047619047619052,0.6923076923076923
1.0,0.34615384615384615,0.19999999999999998,0.11764705882352941,0.9199999999999999,1.0,0.052631578947368425,0.14285714285714285,0.04761904761904763,0.4615384615384615
0.125,0.46153846153846156,0.7999999999999999,0.3529411764705882,0.4000000000000001,0.0,0.7894736842105263,0.2857142857142857,0.33333333333333337,0.6923076923076923
0.43750000000000006,0.9615384615384615,0.7999999999999999,0.9411764705882353,0.08,0.0,0.5789473684210527,0.5714285714285714,0.6190476190476192,0.23076923076923075
0.9375,0.6153846153846154,0.6,0.9411764705882353,0.0,0.0,0.47368421052631576,0.5714285714285714,0.9047619047619048,0.3076923076923077
0.375,0.9230769230769231,0.39999999999999997,0.6470588235294117,0.8000000000000002,1.0,0.8421052631578948,0.14285714285714285,0.9047619047619048,0.6153846153846154
1.0,0.8461538461538461,1.0,0.588235294117647,0.8000000000000002,0.0,0.5263157894736842,0.14285714285714285,0.9047619047619048,0.7692307692307693
0.0,0.34615384615384615,0.6,0.6470588235294117,0.56,1.0,0.6842105263157895,0.5714285714285714,0.38095238095238104,0.07692307692307693
0.0,0.2692307692307692,0.0,0.0,0.8000000000000002,0.0,0.5789473684210527,0.2857142857142857,0.23809523809523814,1.0
0.43750000000000006,0.5769230769230769,0.6,0.588235294117647,0.08,0.0,0.9473684210526315,0.0,0.4761904761904763,0.0
0.0625,0.7692307692307693,1.0,1.0,0.28,1.0,0.7368421052631579,0.14285714285714285,0.9047619047619048,0.6153846153846154
0.31250000000000006,0.4230769230769231,0.39999999999999997,0.23529411764705882,0.76,1.0,0.15789473684210525,0.4285714285714285,0.5238095238095238,0.07692307692307693
0.1875,0.2692307692307692,1.0,0.47058823529411764,0.04,1.0,0.9473684210526315,1.0,0.38095238095238104,0.7692307692307693
0.125,0.5384615384615384,0.39999999999999997,0.8235294117647058,0.4000000000000001,1.0,0.6842105263157895,0.14285714285714285,0.6666666666666667,0.8461538461538461
1.0,0.8461538461538461,0.19999999999999998,0.7647058823529411,0.04,1.0,0.631578947368421,0.0,1.0,0.4615384615384615
0.375,0.6923076923076923,0.19999999999999998,0.8823529411764705,0.72,0.0,0.47368421052631576,0.2857142857142857,0.28571428571428575,0.923076923076923
0.5,0.23076923076923078,0.39999999999999997,0.6470588235294117,0.88,1.0,0.631578947368421,0.2857142857142857,0.19047619047619052,0.6153846153846154
1.0,0.5384615384615384,1.0,0.3529411764705882,1.0,1.0,0.7894736842105263,0.14285714285714285,0.7142857142857143,0.6153846153846154
0.125,0.0,0.6,0.0,0.4000000000000001,0.0,0.2631578947368421,0.7142857142857143,0.33333333333333337,0.8461538461538461
0.0,0.5,1.0,0.8823529411764705,0.0,1.0,0.3157894736842105,1.0,0.6666666666666667,0.7692307692307693
0.31250000000000006,0.46153846153846156,0.0,0.2941176470588235,0.12,0.0,0.8421052631578948,0.5714285714285714,0.14285714285714288,0.923076923076923
0.0625,0.9230769230769231,1.0,0.0,0.64,0.0,0.47368421052631576,0.4285714285714285,0.19047619047619052,0.6153846153846154
0.5,0.7307692307692308,0.6,0.1764705882352941,0.24,1.0,0.6842105263157895,0.14285714285714285,0.6190476190476192,0.8461538461538461
0.0,0.9615384615384615,0.7999999999999999,0.23529411764705882,0.04,0.0,0.3157894736842105,0.4285714285714285,0.8095238095238096,0.38461538461538464
0.6875,0.0,1.0,0.8235294117647058,0.8000000000000002,1.0,0.3157894736842105,0.857142857142857,0.6666666666666667,0.7692307692307693
0.0625,0.15384615384615385,0.0,0.7647058823529411,0.28,1.0,0.0,0.2857142857142857,0.5714285714285715,0.15384615384615385
0.25,0.3076923076923077,1.0,0.4117647058823529,0.08,1.0,0.6842105263157895,1.0,0.04761904761904763,0.0
0.9375,0.6538461538461539,0.6,0.8823529411764705,0.24,1.0,0.47368421052631576,0.5714285714285714,0.8095238095238096,0.4615384615384615
0.0,0.3076923076923077,0.0,0.9411764705882353,0.56,0.0,1.0,0.857142857142857,0.9523809523809526,0.0
0.375,1.0,0.19999999999999998,1.0,0.04,0.0,0.4210526315789474,0.857142857142857,0.9523809523809526,0.4615384615384615
0.5,0.3076923076923077,0.7999999999999999,0.6470588235294117,0.32,1.0,0.2105263157894737,0.857142857142857,0.5714285714285715,0.8461538461538461
0.43750000000000006,0.07692307692307693,0.19999999999999998,0.8823529411764705,0.88,1.0,0.6842105263157895,0.14285714285714285,0.38095238095238104,0.923076923076923
0.8750000000000001,0.9615384615384615,1.0,0.6470588235294117,0.84,1.0,0.6842105263157895,0.0,0.5714285714285715,0.3076923076923077
0.8750000000000001,0.46153846153846156,0.7999999999999999,0.3529411764705882,0.04,0.0,0.7894736842105263,0.7142857142857143,0.6190476190476192,0.923076923076923
0.0,0.07692307692307693,0.19999999999999998,0.6470588235294117,0.9199999999999999,0.0,0.052631578947368425,0.14285714285714285,0.09523809523809526,1.0
0.1875,0.7307692307692308,1.0,0.0,0.12,0.0,0.2631578947368421,0.5714285714285714,0.9523809523809526,0.23076923076923075
0.25,0.6538461538461539,1.0,0.5294117647058822,0.96,1.0,0.2105263157894737,0.7142857142857143,0.19047619047619052,0.923076923076923
0.5,0.6153846153846154,0.39999999999999997,0.9411764705882353,0.20000000000000004,1.0,0.3684210526315789,0.4285714285714285,0.9523809523809526,0.8461538461538461
0.43750000000000006,0.9615384615384615,0.39999999999999997,0.11764705882352941,0.0,0.0,0.9473684210526315,1.0,0.9523809523809526,0.07692307692307693
1.0,1.0,0.6,0.058823529411764705,0.96,0.0,0.2105263157894737,0.7142857142857143,0.09523809523809526,0.23076923076923075
0.1875,0.38461538461538464,0.0,0.23529411764705882,0.44,0.0,0.4210526315789474,1.0,0.4761904761904763,0.923076923076923
0.5625,0.9615384615384615,0.7999999999999999,0.8235294117647058,0.28,0.0,0.3684210526315789,0.0,0.28571428571428575,0.923076923076923
0.375,0.11538461538461539,0.19999999999999998,0.2941176470588235,0.8000000000000002,0.0,0.5789473684210527,0.0,0.6666666666666667,0.6923076923076923
0.0,0.9230769230769231,0.0,0.3529411764705882,0.4000000000000001,1.0,0.15789473684210525,0.5714285714285714,0.6666666666666667,0.7692307692307693
0.31250000000000006,0.8461538461538461,0.6,0.8823529411764705,0.84,0.0,0.7894736842105263,0.4285714285714285,0.38095238095238104,0.0
0.1875,0.46153846153846156,0.19999999999999998,0.1764705882352941,0.9199999999999999,1.0,0.7894736842105263,1.0,0.9047619047619048,0.6923076923076923
0.1875,0.8846153846153847,0.19999999999999998,0.7058823529411764,0.20000000000000004,0.0,0.052631578947368425,0.14285714285714285,0.0,0.07692307692307693
0.0625,0.07692307692307693,0.19999999999999998,0.6470588235294117,0.0,1.0,0.15789473684210525,0.7142857142857143,0.6190476190476192,1.0
0.8750000000000001,0.6538461538461539,1.0,0.8235294117647058,0.8000000000000002,1.0,0.6842105263157895,0.14285714285714285,0.38095238095238104,0.5384615384615385
0.43750000000000006,0.15384615384615385,0.19999999999999998,0.6470588235294117,0.4000000000000001,0.0,0.8421052631578948,0.0,0.5714285714285715,0.5384615384615385
0.125,0.5384615384615384,0.6,0.1764705882352941,0.32,0.0,0.0,0.0,0.19047619047619052,0.7692307692307693
0.31250000000000006,0.0,0.19999999999999998,0.8823529411764705,1.0,1.0,0.9473684210526315,0.14285714285714285,0.7619047619047621,0.4615384615384615
0.0,0.07692307692307693,0.0,0.3529411764705882,0.0,0.0,0.2105263157894737,0.5714285714285714,0.14285714285714288,0.6923076923076923
0.0,0.4230769230769231,0.19999999999999998,0.1764705882352941,0.8000000000000002,1.0,0.631578947368421,0.14285714285714285,0.4285714285714286,0.923076923076923
0.375,0.7307692307692308,1.0,0.8235294117647058,0.64,1.0,0.3157894736842105,0.14285714285714285,0.4761904761904763,0.38461538461538464
0.0,0.4230769230769231,1.0,0.7058823529411764,0.08,0.0,0.7894736842105263,0.2857142857142857,0.6666666666666667,0.923076923076923
0.5,0.5384615384615384,0.39999999999999997,0.3529411764705882,0.32,1.0,0.4210526315789474,0.5714285714285714,1.0,0.07692307692307693
0.0625,0.19230769230769232,0.6,0.6470588235294117,1.0,0.0,0.0,0.0,0.6190476190476192,0.0
0.1875,0.7307692307692308,1.0,0.7647058823529411,0.76,0.0,0.6842105263157895,0.2857142857142857,0.0,0.923076923076923
0.5,0.5769230769230769,1.0,0.0,0.84,0.0,0.0,0.5714285714285714,0.7142857142857143,0.38461538461538464
0.125,0.9230769230769231,1.0,0.5294117647058822,0.28,0.0,0.7368421052631579,0.2857142857142857,0.0,0.6923076923076923
0.6250000000000001,0.3076923076923077,0.7999999999999999,0.9411764705882353,0.28,1.0,0.8947368421052633,0.7142857142857143,0.04761904761904763,0.7692307692307693
0.5625,0.5384615384615384,0.19999999999999998,0.1764705882352941,0.96,0.0,0.7368421052631579,0.5714285714285714,0.8571428571428572,0.3076923076923077
0.8750000000000001,0.11538461538461539,1.0,0.588235294117647,0.28,0.0,0.8421052631578948,0.857142857142857,0.8571428571428572,0.8461538461538461
0.0,0.19230769230769232,0.39999999999999997,0.23529411764705882,0.76,0.0,0.5263157894736842,0.2857142857142857,0.38095238095238104,0.07692307692307693
0.8125,0.4230769230769231,0.7999999999999999,0.7647058823529411,0.84,1.0,0.4210526315789474,0.857142857142857,0.33333333333333337,0.23076923076923075
0.0625,0.7307692307692308,0.39999999999999997,0.8235294117647058,0.12,0.0,0.3684210526315789,1.0,0.6190476190476192,0.15384615384615385
0.0,0.7307692307692308,1.0,0.8823529411764705,1.0,0.0,0.8421052631578948,0.14285714285714285,0.04761904761904763,0.923076923076923
0.31250000000000006,0.038461538461538464,0.7999999999999999,0.058823529411764705,0.20000000000000004,1.0,0.7368421052631579,0.0,0.09523809523809526,0.6153846153846154
0.1875,0.8846153846153847,0.39999999999999997,0.058823529411764705,0.20000000000000004,1.0,0.8947368421052633,0.5714285714285714,0.6666666666666667,0.5384615384615385
0.1875,0.15384615384615385,1.0,0.588235294117647,0.68,1.0,0.2105263157894737,1.0,0.4285714285714286,0.5384615384615385
0.0,0.5384615384615384,0.7999999999999999,0.3529411764705882,0.0,0.0,0.47368421052631576,0.857142857142857,0.0,0.38461538461538464
0.8125,0.6923076923076923,0.39999999999999997,0.47058823529411764,0.36,0.0,0.6842105263157895,0.0,0.6190476190476192,0.6923076923076923
0.1875,0.11538461538461539,0.0,1.0,0.6,0.0,0.0,0.14285714285714285,0.9047619047619048,1.0
0.6875,0.5384615384615384,0.0,0.23529411764705882,0.52,1.0,0.9473684210526315,0.0,0.5238095238095238,0.7692307692307693
0.5,0.6923076923076923,0.39999999999999997,0.2941176470588235,0.72,0.0,0.5789473684210527,0.5714285714285714,1.0,0.923076923076923
0.6250000000000001,0.34615384615384615,0.6,0.2941176470588235,0.88,1.0,0.2105263157894737,0.2857142857142857,0.38095238095238104,0.3076923076923077
0.8750000000000001,0.038461538461538464,1.0,0.3529411764705882,0.20000000000000004,1.0,0.5263157894736842,0.7142857142857143,0.09523809523809526,0.5384615384615385
0.6250000000000001,1.0,0.7999999999999999,0.2941176470588235,0.9199999999999999,0.0,1.0,0.2857142857142857,0.5714285714285715,0.6923076923076923
0.6875,0.5769230769230769,0.39999999999999997,0.11764705882352941,0.32,1.0,0.9473684210526315,0.857142857142857,0.04761904761904763,0.23076923076923075
0.6250000000000001,1.0,1.0,0.11764705882352941,1.0,1.0,0.4210526315789474,0.2857142857142857,1.0,0.0
0.5625,0.5,0.19999999999999998,1.0,0.84,0.0,0.3157894736842105,0.0,0.7619047619047621,0.23076923076923075
0.5,0.7307692307692308,1.0,0.588235294117647,0.84,1.0,0.052631578947368425,0.7142857142857143,1.0,0.07692307692307693
0.5,0.11538461538461539,0.0,0.47058823529411764,0.56,0.0,0.4210526315789474,0.14285714285714285,0.7619047619047621,1.0
0.5,0.2692307692307692,1.0,0.7058823529411764,0.04,1.0,0.2631578947368421,0.0,0.7619047619047621,0.923076923076923
0.5625,0.8461538461538461,0.39999999999999997,0.588235294117647,0.76,1.0,0.5263157894736842,1.0,0.6666666666666667,0.15384615384615385
0.125,0.0,0.7999999999999999,0.058823529411764705,0.56,0.0,0.8421052631578948,0.857142857142857,0.4285714285714286,0.4615384615384615
0.1875,0.6153846153846154,0.6,0.23529411764705882,0.68,0.0,0.5263157894736842,0.857142857142857,0.8095238095238096,0.3076923076923077
0.6250000000000001,0.46153846153846156,0.7999999999999999,0.2941176470588235,0.88,0.0,0.6842105263157895,1.0,0.6190476190476192,0.8461538461538461
0.0625,0.4230769230769231,0.19999999999999998,0.11764705882352941,0.32,1.0,0.7368421052631579,0.14285714285714285,0.04761904761904763,0.6923076923076923
0.25,0.0,1.0,0.4117647058823529,0.16,1.0,0.10526315789473685,1.0,0.7142857142857143,0.23076923076923075
0.8125,0.9615384615384615,0.0,0.8235294117647058,0.52,1.0,0.2105263157894737,1.0,0.19047619047619052,0.7692307692307693
0.0,0.3076923076923077,0.7999999999999999,0.2941176470588235,0.20000000000000004,1.0,0.8947368421052633,0.5714285714285714,0.8571428571428572,0.23076923076923075
0.125,0.11538461538461539,1.0,0.058823529411764705,0.88,0.0,1.0,0.5714285714285714,1.0,0.6153846153846154
0.75,0.6923076923076923,1.0,0.11764705882352941,0.8000000000000002,0.0,0.7368421052631579,0.5714285714285714,0.7619047619047621,0.6923076923076923
0.25,0.9615384615384615,0.19999999999999998,1.0,0.96,1.0,0.631578947368421,0.857142857142857,0.7619047619047621,0.38461538461538464
0.5625,1.0,0.6,0.058823529411764705,0.20000000000000004,0.0,0.2105263157894737,0.2857142857142857,0.09523809523809526,0.4615384615384615
0.5625,0.5384615384615384,0.6,0.7058823529411764,0.04,0.0,0.15789473684210525,0.4285714285714285,0.8571428571428572,0.3076923076923077
1.0,0.11538461538461539,0.19999999999999998,0.11764705882352941,0.9199999999999999,1.0,0.7894736842105263,1.0,0.04761904761904763,0.6153846153846154
0.0,0.0,0.0,0.5294117647058822,0.32,1.0,0.10526315789473685,0.2857142857142857,0.28571428571428575,0.3076923076923077
0.0625,0.15384615384615385,0.39999999999999997,0.4117647058823529,0.56,1.0,0.7368421052631579,0.2857142857142857,0.4761904761904763,0.15384615384615385
0.375,0.19230769230769232,0.7999999999999999,0.4117647058823529,0.48,1.0,0.10526315789473685,0.0,1.0,0.15384615384615385
0.0625,0.5769230769230769,0.39999999999999997,0.588235294117647,0.56,1.0,0.47368421052631576,0.5714285714285714,0.28571428571428575,0.3076923076923077
1.0,0.46153846153846156,0.0,0.23529411764705882,0.68,1.0,0.8947368421052633,0.4285714285714285,0.19047619047619052,0.7692307692307693
0.0625,0.46153846153846156,0.0,0.11764705882352941,0.04,0.0,0.3157894736842105,0.5714285714285714,0.6666666666666667,0.5384615384615385
0.375,0.23076923076923078,1.0,0.5294117647058822,0.36,0.0,0.7894736842105263,0.2857142857142857,0.6190476190476192,0.3076923076923077
0.8750000000000001,0.8846153846153847,0.7999999999999999,0.058823529411764705,0.48,1.0,0.2105263157894737,0.14285714285714285,0.04761904761904763,0.8461538461538461
0.6250000000000001,0.5769230769230769,1.0,1.0,0.72,1.0,0.2105263157894737,0.14285714285714285,0.8095238095238096,0.6153846153846154
0.5,0.5,0.39999999999999997,0.47058823529411764,0.76,0.0,0.631578947368421,0.7142857142857143,1.0,1.0
0.6250000000000001,0.23076923076923078,0.39999999999999997,0.0,0.48,0.0,0.15789473684210525,0.2857142857142857,0.6666666666666667,0.6153846153846154
0.375,0.8076923076923076,1.0,0.8235294117647058,0.52,0.0,0.052631578947368425,0.2857142857142857,0.6190476190476192,0.0
0.1875,0.038461538461538464,0.7999999999999999,0.058823529411764705,0.84,0.0,0.3157894736842105,0.857142857142857,0.4285714285714286,0.0
0.9375,1.0,1.0,0.47058823529411764,0.4000000000000001,1.0,0.8421052631578948,0.0,0.8095238095238096,0.07692307692307693
0.8125,1.0,0.19999999999999998,0.23529411764705882,0.84,1.0,0.2631578947368421,0.4285714285714285,0.38095238095238104,0.7692307692307693
0.31250000000000006,0.9615384615384615,0.6,0.11764705882352941,0.72,0.0,0.631578947368421,0.0,0.6666666666666667,0.5384615384615385
0.6250000000000001,0.19230769230769232,0.6,0.8235294117647058,0.76,0.0,0.6842105263157895,0.857142857142857,0.4285714285714286,0.6153846153846154
0.125,0.6538461538461539,0.19999999999999998,0.5294117647058822,0.9199999999999999,0.0,0.2105263157894737,0.857142857142857,0.23809523809523814,0.3076923076923077
0.25,0.5769230769230769,1.0,0.23529411764705882,0.56,0.0,0.052631578947368425,0.857142857142857,0.5238095238095238,0.0
0.8750000000000001,0.8846153846153847,0.0,0.23529411764705882,0.16,0.0,0.7368421052631579,0.2857142857142857,0.14285714285714288,0.6153846153846154
0.125,0.34615384615384615,0.0,0.6470588235294117,0.56,0.0,0.052631578947368425,0.4285714285714285,0.6666666666666667,0.6923076923076923
0.1875,0.34615384615384615,0.0,0.6470588235294117,0.8000000000000002,1.0,0.8947368421052633,0.2857142857142857,0.7142857142857143,0.4615384615384615
0.43750000000000006,0.2692307692307692,0.6,0.8235294117647058,0.24,0.0,0.9473684210526315,0.5714285714285714,0.7142857142857143,0.923076923076923
0.0,0.6153846153846154,0.39999999999999997,0.058823529411764705,0.72,0.0,0.9473684210526315,0.7142857142857143,0.9047619047619048,0.923076923076923
