normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.9374999999999999,0.8076923076923076,0.39999999999999997,0.058823529411764705,0.24,0.0,0.2105263157894737,0.14285714285714285,0.19047619047619047,1.0
0.875,0.8076923076923076,0.19999999999999998,0.5294117647058824,0.68,0.0,0.7894736842105262,0.2857142857142857,0.8571428571428571,0.07692307692307693
0.0,0.23076923076923073,0.7999999999999999,0.7647058823529412,0.8399999999999999,0.0,1.0,0.4285714285714285,0.42857142857142855,1.0
0.8125,0.8846153846153846,0.39999999999999997,0.7058823529411764,0.12,0.0,0.0,1.0,0.42857142857142855,0.7692307692307693
0.5625,0.423076923076923,0.7999999999999999,0.3529411764705882,0.5199999999999999,0.0,0.10526315789473685,1.0,0.7142857142857142,0.8461538461538461
0.625,0.46153846153846145,0.0,0.9411764705882353,0.36,1.0,0.0,0.2857142857142857,0.9047619047619048,0.7692307692307693
0.3125,0.8846153846153846,0.19999999999999998,0.4117647058823529,0.16,1.0,0.10526315789473685,0.5714285714285714,0.9047619047619048,0.38461538461538464
0.75,0.6153846153846153,1.0,0.8235294117647058,0.32,1.0,0.8421052631578948,0.0,0.9523809523809523,0.5384615384615384
0.125,0.3461538461538461,1.0,0.23529411764705882,0.4,0.0,0.4210526315789474,0.0,1.0,0.4615384615384615
0.5,0.5384615384615383,0.0,0.6470588235294118,0.7599999999999999,1.0,1.0,0.14285714285714285,0.9523809523809523,0.4615384615384615
0.5,0.0,0.39999999999999997,0.7058823529411764,0.5999999999999999,1.0,0.8947368421052632,1.0,0.9523809523809523,0.923076923076923
0.25,0.26923076923076916,0.0,0.7647058823529412,0.0,1.0,0.5263157894736842,1.0,0.2857142857142857,0.15384615384615385
0.375,0.7307692307692307,0.19999999999999998,0.1764705882352941,0.92,1.0,0.9473684210526314,0.4285714285714285,0.8095238095238095,0.8461538461538461
0.75,0.9615384615384615,1.0,0.9411764705882353,0.92,0.0,0.8421052631578948,0.7142857142857143,0.8095238095238095,0.38461538461538464
0.125,0.0,0.0,0.1764705882352941,0.7599999999999999,0.0,0.8421052631578948,0.7142857142857143,0.2857142857142857,0.6923076923076923
0.6875,0.5,1.0,0.0,0.04,0.0,0.4210526315789474,0.0,0.8095238095238095,0.15384615384615385
0.9374999999999999,0.9230769230769229,0.19999999999999998,0.7647058823529412,1.0,0.0,0.052631578947368425,0.14285714285714285,0.5238095238095238,0.23076923076923075
1.0,0.19230769230769232,0.19999999999999998,0.47058823529411764,0.88,0.0,0.6842105263157895,0.14285714285714285,0.8571428571428571,0.0
0.0625,0.07692307692307691,0.7999999999999999,0.7058823529411764,0.44,0.0,0.5789473684210527,0.2857142857142857,0.8571428571428571,0.6153846153846154
0.6875,0.8076923076923076,1.0,0.11764705882352941,0.32,0.0,0.2631578947368421,0.7142857142857143,0.7619047619047619,0.15384615384615385
0.3125,0.6153846153846153,0.7999999999999999,0.29411764705882354,0.4,1.0,0.5263157894736842,0.0,0.0,1.0
0.625,0.6538461538461539,0.19999999999999998,0.4117647058823529,0.12,0.0,0.5263157894736842,0.7142857142857143,0.14285714285714285,0.3076923076923077
0.5,0.03846153846153846,0.0,1.0,0.36,0.0,0.2105263157894737,0.2857142857142857,0.047619047619047616,0.0
0.875,0.11538461538461536,0.39999999999999997,0.9411764705882353,0.5599999999999999,0.0,0.0,0.4285714285714285,0.38095238095238093,0.923076923076923
0.4375,0.0,0.39999999999999997,0.7058823529411764,0.16,1.0,0.10526315789473685,1.0,0.38095238095238093,0.15384615384615385
0.25,0.6153846153846153,0.7999999999999999,0.4117647058823529,0.08,0.0,0.8421052631578948,0.2857142857142857,0.6666666666666666,0.6153846153846154
0.5625,0.9230769230769229,0.5999999999999999,0.7647058823529412,0.27999999999999997,1.0,1.0,0.857142857142857,0.6666666666666666,0.15384615384615385
0.1875,0.9230769230769229,0.0,0.5882352941176471,0.5999999999999999,0.0,0.3157894736842105,1.0,0.5714285714285714,0.15384615384615385
0.9374999999999999,0.26923076923076916,0.7999999999999999,0.7058823529411764,0.88,1.0,0.10526315789473685,1.0,0.38095238095238093,0.0
0.6875,0.5384615384615383,0.39999999999999997,0.29411764705882354,0.4,1.0,0.4210526315789474,0.14285714285714285,0.23809523809523808,0.7692307692307693
0.3125,0.11538461538461536,0.19999999999999998,0.29411764705882354,0.08,0.0,0.0,0.0,0.19047619047619047,1.0
0.6875,0.46153846153846145,1.0,0.8823529411764706,0.12,1.0,0.3157894736842105,0.2857142857142857,0.42857142857142855,0.15384615384615385
0.25,1.0,0.19999999999999998,0.6470588235294118,0.8,1.0,0.0,0.5714285714285714,0.14285714285714285,0.0
0.1875,0.9230769230769229,0.39999999999999997,0.47058823529411764,0.36,1.0,0.8421052631578948,1.0,0.2857142857142857,1.0
0.3125,0.19230769230769232,0.7999999999999999,0.058823529411764705,0.8,1.0,0.7368421052631579,0.0,0.7142857142857142,0.5384615384615384
0.375,0.5,0.5999999999999999,0.47058823529411764,0.5999999999999999,1.0,0.7894736842105262,0.857142857142857,0.47619047619047616,0.8461538461538461
0.5625,0.6153846153846153,0.39999999999999997,0.7058823529411764,0.16,0.0,0.9473684210526314,0.0,0.38095238095238093,0.8461538461538461
1.0,0.03846153846153846,0.0,0.5882352941176471,0.32,1.0,0.052631578947368425,0.2857142857142857,0.3333333333333333,0.6153846153846154
0.0625,0.423076923076923,0.0,0.0,0.92,0.0,0.2105263157894737,0.4285714285714285,0.23809523809523808,1.0
0.75,0.8076923076923076,0.5999999999999999,0.1764705882352941,0.16,1.0,0.0,0.857142857142857,0.23809523809523808,0.15384615384615385
0.9374999999999999,0.23076923076923073,0.7999999999999999,0.0,0.32,0.0,0.7894736842105262,0.857142857142857,1.0,0.3076923076923077
0.5625,0.38461538461538464,0.0,0.23529411764705882,0.4,1.0,0.631578947368421,0.4285714285714285,0.6190476190476191,0.6923076923076923
0.25,0.423076923076923,0.39999999999999997,0.5294117647058824,0.7599999999999999,0.0,0.15789473684210525,0.857142857142857,0.6666666666666666,0.15384615384615385
0.875,0.846153846153846,0.19999999999999998,0.0,0.32,1.0,0.052631578947368425,0.4285714285714285,0.0,0.6923076923076923
0.0625,0.0,0.39999999999999997,0.0,0.44,1.0,1.0,0.0,0.8095238095238095,0.15384615384615385
0.1875,0.0,0.5999999999999999,0.5294117647058824,0.68,0.0,0.2631578947368421,1.0,0.8095238095238095,0.4615384615384615
0.0625,0.9615384615384615,0.5999999999999999,0.5882352941176471,0.64,0.0,0.4736842105263157,0.4285714285714285,0.38095238095238093,0.5384615384615384
0.125,0.7307692307692307,0.5999999999999999,1.0,0.27999999999999997,1.0,0.7368421052631579,0.5714285714285714,0.8571428571428571,0.4615384615384615
0.125,0.8076923076923076,0.19999999999999998,0.7647058823529412,0.0,1.0,0.5789473684210527,0.14285714285714285,0.09523809523809523,0.23076923076923075
0.25,0.26923076923076916,0.7999999999999999,0.7058823529411764,0.24,1.0,0.631578947368421,0.14285714285714285,0.19047619047619047,0.8461538461538461
0.1875,0.0,0.0,0.5882352941176471,0.36,0.0,0.2631578947368421,0.4285714285714285,0.14285714285714285,0.5384615384615384
0.875,0.19230769230769232,0.7999999999999999,0.8235294117647058,0.08,0.0,0.4736842105263157,0.7142857142857143,0.42857142857142855,0.0
0.3125,1.0,0.5999999999999999,0.5882352941176471,0.68,1.0,0.631578947368421,0.14285714285714285,0.38095238095238093,0.15384615384615385
0.875,0.46153846153846145,0.39999999999999997,0.23529411764705882,0.72,0.0,0.7894736842105262,0.0,0.19047619047619047,0.0
0.0,0.6923076923076922,0.0,0.8823529411764706,0.68,0.0,0.15789473684210525,0.14285714285714285,0.6666666666666666,0.7692307692307693
0.6875,0.7692307692307693,1.0,0.11764705882352941,0.04,1.0,0.4736842105263157,0.4285714285714285,0.0,0.923076923076923
0.3125,0.7307692307692307,0.19999999999999998,0.4117647058823529,0.64,1.0,0.4736842105263157,0.2857142857142857,0.2857142857142857,0.5384615384615384
