normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
0.7499999999999999,0.8076923076923076,0.19999999999999996,0.5294117647058822,0.24,0.0,0.736842105263158,1.0,0.04761904761904762,0.6153846153846154
0.0,0.38461538461538464,1.0,0.0,0.92,1.0,0.631578947368421,0.7142857142857144,0.5238095238095238,1.0
0.8125,0.7692307692307693,0.19999999999999996,0.05882352941176469,0.76,0.0,0.5263157894736842,0.5714285714285714,0.9523809523809527,0.6923076923076922
0.18749999999999997,0.8461538461538461,0.0,0.8823529411764703,0.27999999999999997,1.0,0.736842105263158,1.0,0.33333333333333337,0.4615384615384615
0.43749999999999994,0.038461538461538464,1.0,0.23529411764705876,0.12,1.0,0.47368421052631576,0.7142857142857144,0.7142857142857144,1.0
0.43749999999999994,0.8076923076923076,0.19999999999999996,1.0,0.96,1.0,0.3157894736842105,0.42857142857142855,0.2857142857142857,0.0
0.7499999999999999,0.8076923076923076,1.0,0.9411764705882351,0.0,1.0,0.2631578947368421,0.0,0.14285714285714285,0.3076923076923077
0.9374999999999999,0.2692307692307692,0.3999999999999999,0.05882352941176469,0.12,1.0,0.15789473684210525,0.0,1.0,0.923076923076923
0.8125,0.038461538461538464,0.5999999999999999,0.47058823529411753,0.19999999999999998,1.0,0.47368421052631576,0.42857142857142855,0.7142857142857144,0.23076923076923075
0.6875,0.5,1.0,0.8823529411764703,0.39999999999999997,1.0,0.10526315789473685,0.2857142857142857,0.6190476190476192,0.38461538461538464
0.43749999999999994,0.6153846153846154,0.3999999999999999,0.8235294117647058,0.24,1.0,0.4210526315789474,0.7142857142857144,0.33333333333333337,0.3076923076923077
0.18749999999999997,0.5,0.19999999999999996,0.7058823529411763,0.27999999999999997,0.0,0.8947368421052633,0.14285714285714285,0.33333333333333337,0.6923076923076922
0.3125,0.3076923076923077,0.0,0.7647058823529411,0.92,1.0,0.5263157894736842,0.14285714285714285,0.2857142857142857,0.23076923076923075
0.0,0.19230769230769232,0.7999999999999998,0.6470588235294117,0.24,0.0,0.8947368421052633,0.14285714285714285,0.33333333333333337,0.6153846153846154
0.5,0.38461538461538464,0.3999999999999999,0.23529411764705876,0.44,1.0,1.0,0.7142857142857144,0.6666666666666667,0.6923076923076922
0.5,1.0,0.0,0.4117647058823529,0.32,1.0,0.052631578947368425,0.0,0.14285714285714285,0.7692307692307693
1.0,0.8461538461538461,0.19999999999999996,0.8823529411764703,0.84,1.0,0.0,0.8571428571428571,0.8095238095238098,0.7692307692307693
0.25,1.0,0.5999999999999999,0.5294117647058822,0.24,1.0,0.9473684210526315,0.7142857142857144,0.42857142857142855,0.15384615384615385
0.125,0.15384615384615385,0.3999999999999999,0.23529411764705876,0.96,1.0,0.052631578947368425,0.2857142857142857,0.42857142857142855,0.6153846153846154
0.3125,0.8846153846153846,0.5999999999999999,0.2941176470588235,0.27999999999999997,0.0,0.47368421052631576,0.5714285714285714,0.47619047619047633,0.15384615384615385
1.0,0.8461538461538461,0.19999999999999996,0.8235294117647058,1.0,1.0,0.4210526315789474,0.14285714285714285,0.47619047619047633,0.6923076923076922
0.43749999999999994,0.6538461538461539,0.7999999999999998,0.47058823529411753,0.48,0.0,0.9473684210526315,0.7142857142857144,0.7142857142857144,0.0
0.6875,0.6153846153846154,0.19999999999999996,0.11764705882352938,0.68,1.0,0.5263157894736842,0.5714285714285714,0.8095238095238098,0.07692307692307693
0.7499999999999999,0.4230769230769231,0.0,0.5294117647058822,0.76,1.0,0.8421052631578948,0.2857142857142857,0.04761904761904762,0.846153846153846
0.0625,0.7692307692307693,0.0,1.0,0.08,0.0,0.5789473684210527,0.2857142857142857,0.5714285714285714,1.0
0.0625,0.8846153846153846,0.0,0.0,0.5599999999999999,1.0,0.7894736842105263,0.42857142857142855,0.9047619047619049,0.23076923076923075
0.9374999999999999,0.7307692307692307,1.0,0.05882352941176469,0.76,0.0,0.8947368421052633,0.5714285714285714,0.5238095238095238,0.38461538461538464
0.25,0.038461538461538464,1.0,0.2941176470588235,1.0,0.0,0.2105263157894737,0.42857142857142855,0.47619047619047633,0.923076923076923
0.5,0.8076923076923076,0.0,0.7058823529411763,0.64,1.0,0.7894736842105263,0.2857142857142857,0.9523809523809527,0.3076923076923077
0.37499999999999994,0.38461538461538464,0.19999999999999996,0.9411764705882351,0.48,0.0,0.5789473684210527,0.8571428571428571,0.8095238095238098,0.7692307692307693
0.5624999999999999,1.0,0.5999999999999999,0.05882352941176469,0.52,1.0,0.47368421052631576,0.5714285714285714,0.380952380952381,0.846153846153846
0.37499999999999994,0.8461538461538461,1.0,0.2941176470588235,0.04,0.0,0.7894736842105263,0.14285714285714285,0.7142857142857144,0.6923076923076922
0.3125,0.8846153846153846,0.0,0.8823529411764703,0.52,1.0,0.7894736842105263,0.2857142857142857,0.6666666666666667,0.3076923076923077
0.125,0.7307692307692307,0.7999999999999998,0.23529411764705876,0.92,0.0,0.368421052631579,0.0,0.09523809523809525,0.15384615384615385
0.9374999999999999,0.038461538461538464,1.0,0.8823529411764703,0.39999999999999997,0.0,0.4210526315789474,1.0,0.8571428571428571,0.3076923076923077
0.7499999999999999,0.6923076923076923,0.0,0.35294117647058815,0.04,0.0,0.6842105263157895,0.0,0.7142857142857144,0.7692307692307693
0.0625,0.8461538461538461,0.19999999999999996,0.6470588235294117,0.19999999999999998,1.0,0.368421052631579,1.0,0.1904761904761905,0.7692307692307693
0.9374999999999999,1.0,0.3999999999999999,0.4117647058823529,0.84,0.0,0.15789473684210525,1.0,0.7142857142857144,1.0
0.0625,0.5,0.7999999999999998,0.4117647058823529,0.52,1.0,0.9473684210526315,0.7142857142857144,0.2857142857142857,0.5384615384615384
0.7499999999999999,0.15384615384615385,0.19999999999999996,0.588235294117647,0.08,0.0,0.5789473684210527,0.0,0.8095238095238098,0.38461538461538464
0.18749999999999997,0.9615384615384615,0.0,0.8823529411764703,0.84,1.0,0.052631578947368425,0.7142857142857144,0.6190476190476192,0.4615384615384615
0.125,1.0,0.0,0.11764705882352938,0.52,0.0,0.2631578947368421,0.8571428571428571,0.0,0.7692307692307693
0.7499999999999999,0.19230769230769232,0.0,0.4117647058823529,0.72,0.0,0.631578947368421,0.8571428571428571,0.1904761904761905,0.4615384615384615
0.125,0.8076923076923076,0.19999999999999996,0.7058823529411763,0.6,1.0,0.7894736842105263,0.7142857142857144,0.14285714285714285,0.846153846153846
