Latitude,Longitude,normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
1.0,0.0,0.25,0.5769230769230769,0.6,0.7058823529411764,0.12,0.0,0.6315789473684209,0.28571428571428575,0.761904761904762,0.846153846153846
1.0,0.05263157894736842,0.6875,0.923076923076923,0.0,0.8823529411764706,0.24,0.0,0.6842105263157894,0.14285714285714288,1.0,0.846153846153846
1.0,0.10526315789473684,0.3125,0.5769230769230769,0.19999999999999998,0.1764705882352941,0.64,0.0,0.15789473684210523,0.14285714285714288,0.3333333333333333,0.15384615384615383
1.0,0.15789473684210525,0.375,0.38461538461538464,1.0,0.7058823529411764,0.7600000000000001,0.0,0.8421052631578947,0.4285714285714286,1.0,0.6923076923076923
1.0,0.21052631578947367,0.0,0.07692307692307693,0.0,0.0,0.6000000000000001,1.0,0.31578947368421045,0.7142857142857143,0.0,1.0
1.0,0.2631578947368421,0.25,0.4230769230769231,0.39999999999999997,0.7647058823529411,0.12,1.0,0.8947368421052632,0.28571428571428575,0.4285714285714285,0.5384615384615384
1.0,0.3157894736842105,0.3125,0.5,0.19999999999999998,0.11764705882352941,0.24,1.0,0.5789473684210525,0.8571428571428572,1.0,0.923076923076923
1.0,0.3684210526315789,0.0625,0.15384615384615385,0.6,0.1764705882352941,0.16,1.0,0.3684210526315789,0.0,0.8095238095238094,1.0
1.0,0.42105263157894735,0.3125,0.34615384615384615,0.39999999999999997,0.11764705882352941,0.64,0.0,0.6315789473684209,1.0,0.5238095238095237,0.6923076923076923
1.0,0.47368421052631576,0.3125,0.653846153846154,0.7999999999999999,0.9411764705882353,0.0,0.0,0.8421052631578947,0.7142857142857143,0.2857142857142857,0.6153846153846153
