Latitude,Longitude,normalized_density_rnd(Arts & Entertainment),normalized_density_rnd(College & University),normalized_density_rnd(Event),normalized_density_rnd(Food),normalized_density_rnd(Nightlife Spot),normalized_density_rnd(Outdoors & Recreation),normalized_density_rnd(Professional & Other Places),normalized_density_rnd(Residence),normalized_density_rnd(Shop & Service),normalized_density_rnd(Travel & Transport)
1.0,0.0,0.0625,0.4230769230769231,0.39999999999999997,0.8235294117647058,0.0,0.0,0.052631578947368425,0.0,0.9523809523809526,1.0
1.0,0.05263157894736842,0.0,0.5,0.6,0.7058823529411764,0.68,0.0,0.5789473684210527,1.0,0.28571428571428575,0.15384615384615383
1.0,0.10526315789473684,0.5624999999999999,0.07692307692307691,1.0,0.2352941176470588,0.28,1.0,0.47368421052631576,0.5714285714285714,0.09523809523809525,0.07692307692307691
1.0,0.15789473684210525,0.37499999999999994,0.5,0.6,0.4705882352941176,0.44,1.0,0.2105263157894737,0.42857142857142855,0.9047619047619049,0.07692307692307691
1.0,0.21052631578947367,0.6874999999999999,0.5,0.39999999999999997,0.7647058823529412,0.04,0.0,0.7368421052631579,0.5714285714285714,0.9047619047619049,0.23076923076923073
1.0,0.2631578947368421,0.125,0.34615384615384615,0.39999999999999997,0.5882352941176471,0.44,1.0,0.2105263157894737,0.7142857142857143,0.0,1.0
1.0,0.3157894736842105,1.0,0.30769230769230765,0.6,0.0,0.28,1.0,0.3157894736842105,0.2857142857142857,1.0,0.3846153846153846
1.0,0.3684210526315789,0.6874999999999999,0.2692307692307692,0.39999999999999997,0.1176470588235294,0.04,1.0,0.3157894736842105,0.2857142857142857,0.6190476190476191,0.30769230769230765
1.0,0.42105263157894735,0.125,0.5,1.0,0.29411764705882354,0.36000000000000004,1.0,0.4210526315789474,0.0,0.7142857142857144,0.6923076923076922
1.0,0.47368421052631576,0.5624999999999999,0.6538461538461539,0.19999999999999998,0.0,0.16,0.0,0.26315789473684215,0.14285714285714285,0.761904761904762,0.7692307692307692
1.0,0.5263157894736842,0.3125,0.8461538461538461,0.39999999999999997,0.5294117647058822,0.8000000000000002,0.0,0.7894736842105262,0.2857142857142857,0.5238095238095238,0.07692307692307691
1.0,0.5789473684210527,0.5624999999999999,0.6923076923076923,0.7999999999999999,1.0,0.12,1.0,1.0,0.42857142857142855,0.7142857142857144,0.15384615384615383
1.0,0.631578947368421,0.8749999999999999,0.2692307692307692,0.0,0.1764705882352941,0.20000000000000004,1.0,0.0,0.42857142857142855,0.33333333333333337,0.6923076923076922
1.0,0.6842105263157895,0.8125,0.7307692307692308,0.19999999999999998,0.8235294117647058,0.88,0.0,0.0,0.7142857142857143,0.761904761904762,0.9230769230769229
1.0,0.7368421052631579,0.3125,1.0,0.19999999999999998,1.0,0.7600000000000001,0.0,0.10526315789473685,0.5714285714285714,0.09523809523809525,0.46153846153846145
1.0,0.7894736842105263,0.43749999999999994,0.11538461538461538,0.6,0.8235294117647058,0.68,1.0,0.26315789473684215,0.7142857142857143,0.761904761904762,0.8461538461538461
1.0,0.8421052631578947,0.125,0.2692307692307692,0.19999999999999998,0.4117647058823529,0.16,1.0,0.9473684210526315,0.42857142857142855,0.8095238095238096,0.6923076923076922
1.0,0.8947368421052632,0.125,0.8461538461538461,0.39999999999999997,0.7058823529411764,0.68,1.0,0.15789473684210525,0.0,0.33333333333333337,0.6923076923076922
1.0,0.9473684210526315,0.3125,0.03846153846153846,0.19999999999999998,0.4705882352941176,0.4000000000000001,1.0,0.26315789473684215,0.42857142857142855,0.23809523809523814,0.7692307692307692
1.0,1.0,0.18749999999999997,0.8076923076923076,0.6,0.5294117647058822,1.0,1.0,0.4210526315789474,0.2857142857142857,0.42857142857142866,0.15384615384615383
0.9473684210526315,0.0,0.37499999999999994,0.30769230769230765,0.6,0.0588235294117647,0.64,1.0,0.5263157894736843,0.8571428571428571,0.4761904761904763,0.07692307692307691
0.9473684210526315,0.05263157894736842,0.8749999999999999,0.8461538461538461,0.6,0.5882352941176471,0.28,0.0,0.9473684210526315,0.5714285714285714,0.7142857142857144,0.3846153846153846
0.9473684210526315,0.10526315789473684,0.8125,0.6538461538461539,0.0,0.7647058823529412,0.68,0.0,0.3157894736842105,0.5714285714285714,1.0,0.23076923076923073
0.9473684210526315,0.15789473684210525,0.0,0.30769230769230765,0.39999999999999997,0.5882352941176471,0.84,0.0,0.631578947368421,0.14285714285714285,0.9523809523809526,0.30769230769230765
0.9473684210526315,0.21052631578947367,0.125,0.5384615384615384,0.6,0.5294117647058822,0.12,0.0,0.3684210526315789,0.8571428571428571,0.04761904761904762,0.23076923076923073
0.9473684210526315,0.2631578947368421,0.0625,0.5769230769230769,0.0,0.5882352941176471,0.08,0.0,0.7368421052631579,0.14285714285714285,0.4761904761904763,0.46153846153846145
0.9473684210526315,0.3157894736842105,0.5,0.03846153846153846,0.6,0.6470588235294117,0.88,0.0,0.7894736842105262,0.7142857142857143,0.6190476190476191,0.07692307692307691
0.9473684210526315,0.3684210526315789,0.37499999999999994,1.0,1.0,0.29411764705882354,0.28,0.0,0.6842105263157895,0.0,0.23809523809523814,0.8461538461538461
0.9473684210526315,0.42105263157894735,0.3125,0.34615384615384615,0.0,0.5294117647058822,0.0,1.0,0.631578947368421,0.5714285714285714,0.28571428571428575,0.30769230769230765
0.9473684210526315,0.47368421052631576,0.3125,0.15384615384615383,0.6,0.1176470588235294,0.36000000000000004,1.0,0.8421052631578948,0.0,0.1904761904761905,0.6923076923076922
0.9473684210526315,0.5263157894736842,0.7499999999999999,0.5769230769230769,0.39999999999999997,0.4117647058823529,0.96,0.0,0.3157894736842105,0.0,0.5714285714285715,0.6923076923076922
0.9473684210526315,0.5789473684210527,0.0625,0.23076923076923075,0.39999999999999997,0.29411764705882354,0.8000000000000002,1.0,1.0,0.7142857142857143,0.7142857142857144,0.6923076923076922
0.9473684210526315,0.631578947368421,1.0,0.6538461538461539,0.7999999999999999,0.0588235294117647,0.28,1.0,0.26315789473684215,0.14285714285714285,0.1904761904761905,0.8461538461538461
0.9473684210526315,0.6842105263157895,0.8749999999999999,0.19230769230769232,0.0,0.4705882352941176,0.44,1.0,0.15789473684210525,0.0,0.8095238095238096,0.8461538461538461
