d(Arts & Entertainment AND College & University),0.0
d(Arts & Entertainment AND Event),0.0
d(Arts & Entertainment AND Food),0.0
d(Arts & Entertainment AND Nightlife Spot),0.0
d(Arts & Entertainment AND Outdoors & Recreation),0.0
d(Arts & Entertainment AND Professional & Other Places),0.0
d(Arts & Entertainment AND Residence),0.0
d(Arts & Entertainment AND Shop & Service),0.0
d(Arts & Entertainment AND Travel & Transport),0.0
d(College & University AND Event),0.0
d(College & University AND Food),2.409161527680242E-5
d(College & University AND Nightlife Spot),2.4982675883860932E-5
d(College & University AND Outdoors & Recreation),2.4581398787243283E-5
d(College & University AND Professional & Other Places),4.938062005128445E-5
d(College & University AND Residence),4.996535176772186E-5
d(College & University AND Shop & Service),2.4882012547998336E-5
d(College & University AND Travel & Transport),2.4982675883860932E-5
d(Event AND Food),0.0
d(Event AND Nightlife Spot),0.0
d(Event AND Outdoors & Recreation),0.0
d(Event AND Professional & Other Places),0.0
d(Event AND Residence),0.0
d(Event AND Shop & Service),0.0
d(Event AND Travel & Transport),0.0
d(Food AND Nightlife Spot),2.205711472596855E-5
d(Food AND Outdoors & Recreation),2.4674099857659157E-5
d(Food AND Professional & Other Places),4.968369855043664E-5
d(Food AND Residence),4.867900460510516E-5
d(Food AND Shop & Service),2.4462609255402687E-5
d(Food AND Travel & Transport),2.35276480834555E-5
d(Nightlife Spot AND Outdoors & Recreation),2.4982675883860932E-5
d(Nightlife Spot AND Professional & Other Places),4.996535176772187E-5
d(Nightlife Spot AND Residence),4.650227924213494E-5
d(Nightlife Spot AND Shop & Service),2.3341442769900807E-5
d(Nightlife Spot AND Travel & Transport),2.2278947904262752E-5
d(Outdoors & Recreation AND Professional & Other Places),4.8576379279165234E-5
d(Outdoors & Recreation AND Residence),4.860202271120021E-5
d(Outdoors & Recreation AND Shop & Service),2.258885288129687E-5
d(Outdoors & Recreation AND Travel & Transport),2.4982675883860932E-5
d(Professional & Other Places AND Residence),9.936083038051772E-5
d(Professional & Other Places AND Shop & Service),4.887207024292244E-5
d(Professional & Other Places AND Travel & Transport),4.9502926046813215E-5
d(Residence AND Shop & Service),4.8285938791645045E-5
d(Residence AND Travel & Transport),4.8902979115518914E-5
d(Shop & Service AND Travel & Transport),2.459750781578974E-5
